거래소코드,label,pred,proba1,회사명,회계년도
032640,1.0,1.0,0.6580746261716098,(주)엘지유플러스,2012/12
032680,1.0,1.0,0.504294130848554,(주)소프트센,2015/12
032790,0.0,0.0,0.24621575438306262,(주)엠젠솔루션,2012/12
032820,0.0,0.0,0.20308959852494576,(주)우리기술,2012/12
032850,1.0,0.0,0.316191820036319,(주)비트컴퓨터,2018/12
032860,0.0,0.0,0.37155768058278005,더라미(주),2012/12
032940,0.0,0.0,0.2841087770640689,(주)원익,2012/12
032960,1.0,0.0,0.4484151987553737,(주)동일기연,2018/12
032980,0.0,0.0,0.2065978792755582,바이온(주),2017/12
033050,0.0,0.0,0.20092292604180045,제이엠아이(주),2012/12
033100,0.0,0.0,0.3343768549365391,제룡전기(주),2016/12
033110,1.0,0.0,0.2928182189931955,(주)코너스톤네트웍스,2012/12
033170,1.0,0.0,0.365289849385031,시그네틱스(주),2014/12
033180,0.0,0.0,0.3010260662554695,(주)케이에이치필룩스,2018/12
033230,1.0,1.0,0.5011224259597206,(주)인성정보,2015/12
